Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      25/30          std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [22]
-----------------------------------------------
                0.00    0.00      25/25          Graph::DFS(int, std::vector<bool, std::allocator<bool> >&) [95]
[27]     0.0    0.00    0.00      25         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [27]
-----------------------------------------------
                0.00    0.00       5/25          void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [72]
                0.00    0.00      20/25          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [32]
[28]     0.0    0.00    0.00      25         operator new(unsigned long, void*) [28]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [39]
[29]     0.0    0.00    0.00      20         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [29]
-----------------------------------------------
                0.00    0.00      20/20          void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [40]
[30]     0.0    0.00    0.00      20         void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [30]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [41]
[31]     0.0    0.00    0.00      20         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [31]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [33]
-----------------------------------------------
                0.00    0.00      20/20          void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [42]
[32]     0.0    0.00    0.00      20         void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [32]
                0.00    0.00      20/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
                0.00    0.00      20/25          operator new(unsigned long, void*) [28]
-----------------------------------------------
                0.00    0.00      20/20          __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [31]
[33]     0.0    0.00    0.00      20         __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [33]
-----------------------------------------------
                0.00    0.00      20/20          Graph::DFS(int, std::vector<bool, std::allocator<bool> >&) [95]
[34]     0.0    0.00    0.00      20         std::_List_iterator<int>::operator*() const [34]
                0.00    0.00      20/60          std::_List_node<int>::_M_valptr() [11]
-----------------------------------------------
                0.00    0.00      20/20          Graph::DFS(int, std::vector<bool, std::allocator<bool> >&) [95]
[35]     0.0    0.00    0.00      20         std::_List_iterator<int>::operator++() [35]
-----------------------------------------------
                0.00    0.00      20/20          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [46]
[36]     0.0    0.00    0.00      20         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [36]
                0.00    0.00      20/20          std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [49]
-----------------------------------------------
                0.00    0.00      20/20          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [46]
[37]     0.0    0.00    0.00      20         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [37]
-----------------------------------------------
                0.00    0.00      20/20          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [46]
[38]     0.0    0.00    0.00      20         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [38]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [45]
[39]     0.0    0.00    0.00      20         std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [39]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [29]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [64]
[40]     0.0    0.00    0.00      20         void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [40]
                0.00    0.00      20/20          void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [30]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [43]
[41]     0.0    0.00    0.00      20         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [41]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [31]
-----------------------------------------------
                0.00    0.00      20/20          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [46]
[42]     0.0    0.00    0.00      20         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [42]
                0.00    0.00      20/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
                0.00    0.00      20/20          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [32]
-----------------------------------------------
                0.00    0.00      20/20          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [46]
[43]     0.0    0.00    0.00      20         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [43]
                0.00    0.00      20/20          std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [41]
-----------------------------------------------
                0.00    0.00      20/20          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [47]
[44]     0.0    0.00    0.00      20         std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [44]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [64]
[45]     0.0    0.00    0.00      20         std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [45]
                0.00    0.00      20/20          std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [39]
-----------------------------------------------
                0.00    0.00      20/20          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [47]
[46]     0.0    0.00    0.00      20         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [46]
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [43]
                0.00    0.00      20/40          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [12]
                0.00    0.00      20/20          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [36]
                0.00    0.00      20/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
                0.00    0.00      20/60          std::_List_node<int>::_M_valptr() [11]
                0.00    0.00      20/20          void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [42]
                0.00    0.00      20/20          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [38]
                0.00    0.00      20/20          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [37]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [48]
[47]     0.0    0.00    0.00      20         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [47]
                0.00    0.00      20/80          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
                0.00    0.00      20/20          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [46]
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [44]
-----------------------------------------------
                0.00    0.00      20/20          Graph::addEdge(int, int) [50]
[48]     0.0    0.00    0.00      20         std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [48]
                0.00    0.00      20/25          std::__cxx11::list<int, std::allocator<int> >::end() [26]
                0.00    0.00      20/20          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [47]
-----------------------------------------------
                0.00    0.00      20/20          std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [36]
[49]     0.0    0.00    0.00      20         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [49]
-----------------------------------------------
                0.00    0.00      10/10          generateRandomGraph(int, int, unsigned int) [90]
[50]     0.0    0.00    0.00      10         Graph::addEdge(int, int) [50]
                0.00    0.00      20/32          std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [14]
                0.00    0.00      20/20          std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [48]
-----------------------------------------------
                0.00    0.00       5/10          void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [116]
                0.00    0.00       5/10          std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [134]
[51]     0.0    0.00    0.00      10         std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [51]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [137]
                0.00    0.00       2/7           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::resize(unsigned long) [138]
                0.00    0.00       4/7           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [109]
[52]     0.0    0.00    0.00       7         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::size() const [52]
-----------------------------------------------
                0.00    0.00       7/7           std::__cxx11::list<int, std::allocator<int> >::_M_node_count() const [54]
[53]     0.0    0.00    0.00       7         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_size() const [53]
-----------------------------------------------
                0.00    0.00       7/7           std::__cxx11::list<int, std::allocator<int> >::size() const [55]
[54]     0.0    0.00    0.00       7         std::__cxx11::list<int, std::allocator<int> >::_M_node_count() const [54]
                0.00    0.00       7/7           std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_size() const [53]
-----------------------------------------------
                0.00    0.00       1/7           Graph::hasEulerianCircuit() [93]
                0.00    0.00       6/7           Graph::isConnected() [92]
[55]     0.0    0.00    0.00       7         std::__cxx11::list<int, std::allocator<int> >::size() const [55]
                0.00    0.00       7/7           std::__cxx11::list<int, std::allocator<int> >::_M_node_count() const [54]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<std::_List_node<int> >::allocator() [59]
[56]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [56]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<std::_List_node<int> >::~allocator() [60]
[57]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [57]
-----------------------------------------------
                0.00    0.00       1/5           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::allocate(unsigned long, void const*) [99]
                0.00    0.00       4/5           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::max_size() const [74]
[58]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::_M_max_size() const [58]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [62]
[59]     0.0    0.00    0.00       5         std::allocator<std::_List_node<int> >::allocator() [59]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [56]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [63]
[60]     0.0    0.00    0.00       5         std::allocator<std::_List_node<int> >::~allocator() [60]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [57]
-----------------------------------------------
                0.00    0.00       5/5           Graph::DFS(int, std::vector<bool, std::allocator<bool> >&) [95]
[61]     0.0    0.00    0.00       5         std::_Bit_reference::operator=(bool) [61]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [65]
[62]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [62]
                0.00    0.00       5/5           std::allocator<std::_List_node<int> >::allocator() [59]
                0.00    0.00       5/5           std::__detail::_List_node_header::_List_node_header() [71]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [66]
[63]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [63]
                0.00    0.00       5/5           std::allocator<std::_List_node<int> >::~allocator() [60]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [66]
[64]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [64]
                0.00    0.00      20/60          std::_List_node<int>::_M_valptr() [11]
                0.00    0.00      20/40          std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [12]
                0.00    0.00      20/20          void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [40]
                0.00    0.00      20/20          std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [45]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >::list() [68]
[65]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [65]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [62]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >::~list() [69]
[66]     0.0    0.00    0.00       5         std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [66]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [63]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [64]
-----------------------------------------------
                0.00    0.00       5/5           Graph::DFS(int, std::vector<bool, std::allocator<bool> >&) [95]
[67]     0.0    0.00    0.00       5         std::__cxx11::list<int, std::allocator<int> >::begin() [67]
                0.00    0.00       5/30          std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [22]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [72]
[68]     0.0    0.00    0.00       5         std::__cxx11::list<int, std::allocator<int> >::list() [68]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [65]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [73]
[69]     0.0    0.00    0.00       5         std::__cxx11::list<int, std::allocator<int> >::~list() [69]
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [66]
-----------------------------------------------
                0.00    0.00       5/5           std::__detail::_List_node_header::_List_node_header() [71]
[70]     0.0    0.00    0.00       5         std::__detail::_List_node_header::_M_init() [70]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [62]
[71]     0.0    0.00    0.00       5         std::__detail::_List_node_header::_List_node_header() [71]
                0.00    0.00       5/5           std::__detail::_List_node_header::_M_init() [70]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [134]
[72]     0.0    0.00    0.00       5         void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [72]
                0.00    0.00       5/25          operator new(unsigned long, void*) [28]
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >::list() [68]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [116]
[73]     0.0    0.00    0.00       5         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [73]
                0.00    0.00       5/5           std::__cxx11::list<int, std::allocator<int> >::~list() [69]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [78]
[74]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::max_size() const [74]
                0.00    0.00       4/5           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::_M_max_size() const [58]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size() const [76]
[75]     0.0    0.00    0.00       4         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [75]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [137]
                0.00    0.00       2/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [109]
[76]     0.0    0.00    0.00       4         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size() const [76]
                0.00    0.00       4/4           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [75]
                0.00    0.00       4/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [79]
-----------------------------------------------
                0.00    0.00       4/4           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [88]
[77]     0.0    0.00    0.00       4         std::_Bit_iterator::_Bit_iterator() [77]
                0.00    0.00       4/35          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [13]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [79]
[78]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [78]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::max_size() const [74]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size() const [76]
[79]     0.0    0.00    0.00       4         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [79]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [78]
                0.00    0.00       4/4           unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [80]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [79]
[80]     0.0    0.00    0.00       4         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [80]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [140]
                0.00    0.00       2/3           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [137]
[81]     0.0    0.00    0.00       3         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [81]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [141]
                0.00    0.00       2/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [85]
[82]     0.0    0.00    0.00       3         unsigned long* std::__addressof<unsigned long>(unsigned long&) [82]
-----------------------------------------------
                0.00    0.00       3/3           std::__cxx11::list<int, std::allocator<int> >* std::__relocate_a<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [145]
[83]     0.0    0.00    0.00       3         std::__cxx11::list<int, std::allocator<int> >* std::__niter_base<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*) [83]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<unsigned long>::~allocator() [86]
[84]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [84]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [142]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [126]
[85]     0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [85]
                0.00    0.00       2/3           unsigned long* std::__addressof<unsigned long>(unsigned long&) [82]
-----------------------------------------------
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [125]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [128]
[86]     0.0    0.00    0.00       2         std::allocator<unsigned long>::~allocator() [86]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [84]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~_Vector_base() [122]
                0.00    0.00       1/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [137]
[87]     0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_deallocate(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [87]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::deallocate(std::allocator<std::__cxx11::list<int, std::allocator<int> > >&, std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [130]
-----------------------------------------------
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [124]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [127]
[88]     0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [88]
                0.00    0.00       4/4           std::_Bit_iterator::_Bit_iterator() [77]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [141]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [123]
[89]     0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [89]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[90]     0.0    0.00    0.00       1         generateRandomGraph(int, int, unsigned int) [90]
                0.00    0.00      10/10          Graph::addEdge(int, int) [50]
                0.00    0.00       1/1           Graph::Graph(int) [96]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z19generateRandomGraphiij [152]
[91]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [91]
-----------------------------------------------
                0.00    0.00       1/1           Graph::hasEulerianCircuit() [93]
[92]     0.0    0.00    0.00       1         Graph::isConnected() [92]
                0.00    0.00       6/32          std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [14]
                0.00    0.00       6/7           std::__cxx11::list<int, std::allocator<int> >::size() const [55]
                0.00    0.00       5/30          std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [24]
                0.00    0.00       5/25          std::_Bit_reference::operator bool() const [25]
                0.00    0.00       1/1           std::allocator<bool>::allocator() [112]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [143]
                0.00    0.00       1/1           std::allocator<bool>::~allocator() [113]
                0.00    0.00       1/1           Graph::DFS(int, std::vector<bool, std::allocator<bool> >&) [95]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::~vector() [144]
-----------------------------------------------
                0.00    0.00       1/1           Graph::findEulerianCircuit() [94]
[93]     0.0    0.00    0.00       1         Graph::hasEulerianCircuit() [93]
                0.00    0.00       1/1           Graph::isConnected() [92]
